OfferingName,ProductSkuName,Australia Central,Australia Central 2 *,Australia East,Australia Southeast,Austria East,Belgium Central,Brazil South,Brazil Southeast,Canada Central,Canada East,Central India,Central US,Chile Central,China East,China East 2,China East 3 *,China North,China North 2,China North 3,Denmark East,East Asia,East US,East US 2,France Central,France South *,Germany North *,Germany West Central,India South Central,Indonesia Central,Israel Central,Italy North,Japan East,Japan West,Korea Central,Korea South *,Malaysia West,Mexico Central,New Zealand North,Non Regional,North Central US,North Europe,Norway East,Norway West *,Poland Central,Qatar Central,South Africa North,South Africa West *,South Central US,South India,Southeast Asia,Spain Central,Sweden Central,Sweden South *,Switzerland North,Switzerland West *,Taiwan North **,UAE Central *,UAE North,UK South,UK West,West Central US,West Europe,West India *,West US,West US 2,West US 3
Azure VM Image Builder,General,,,GA,,GA,GA,GA,,GA,,GA,GA,GA,,,,,,Preview,GA,GA,GA,GA,GA,,,GA,,GA,,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,,GA,GA,GA,,GA,,GA,GA,GA,,GA,,GA,,GA,GA,,GA,GA,,GA,GA,GA
Azure VMware Solution,General,,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,GA,GA,GA,,,,,,,GA,GA,,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,GA,,GA,,GA,GA,GA
Azure VMware Solution,Azure VMware Solution: AV36 SKU,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,,,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,,,,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,,Closing Down,Closing Down,,Closing Down,,Closing Down,,
Azure VMware Solution,Azure VMware Solution: AV36P SKU,,,Closing Down,,,,,,Closing Down,,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,,,,Closing Down,,,,Closing Down,,,,,,,,,Closing Down,,,,,Closing Down,,,Closing Down,,Closing Down,,,,Closing Down,,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down
Azure VMware Solution,Azure VMware Solution: AV48 SKU,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,GA,,GA,,,,,,,,,,,,GA,,,,,GA,GA,,,,,,GA,,,,,,,,
Azure VMware Solution,Azure VMware Solution: AV52 SKU,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,Closing Down,,,Closing Down,,,,
Azure VMware Solution,Azure VMware Solution: AV64 SKU,,,GA,,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,,,GA,,,,GA,GA,GA,,,,,,,GA,GA,,,,,GA,,GA,,,,GA,,GA,GA,,,,GA,GA,,GA,,GA,GA,
Azure Web Application Firewall,General,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Web Application Firewall,Azure Web Application Firewall - Global (WAF on Azure Front Door),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Web Application Firewall,Azure Web Application Firewall - Regional (WAF on Application Gateway),GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Web Application Firewall,Azure Web Application Firewall – Regional v2 (WAF on Application Gateway v2),,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,,GA,GA,GA,GA,Preview,,GA,,GA,GA,,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,,,GA,GA,,,GA,GA,GA,GA,GA
Azure Web PubSub,General,GA,,GA,GA,GA,,GA,,GA,GA,GA,GA,,,GA,Preview,,GA,GA,,GA,GA,GA,GA,,,GA,,,,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
Backup,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Backup,AKS Cluster Backup,,,Preview,,,,,,,,,,,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,,Preview,,,,,,,Preview,,Preview,,Preview,,,,,,,Preview,,,Preview,,Preview,Preview,Preview
Backup,Azure Files backup,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,GA,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,GA,,,GA,GA
Bandwidth,General,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Batch,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
BizTalk Services,General,,,,,,,Closing Down,,,,,,,,,,,,,,Closing Down,Closing Down,,,,,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,,Closing Down,,,,,,,,,,,,Closing Down,,Closing Down,,
Cloud Services,Av2-Series,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Cloud Services,D-Series,GA,GA,GA,GA,,GA,GA,GA,GA,,,GA,,GA,,,GA,,,GA,GA,GA,GA,,GA,,,,GA,,,GA,GA,,,,,,,GA,GA,,,,,GA,GA,GA,,GA,,,,,,GA,GA,GA,GA,,,GA,,GA,,
Cloud Services,Dv2-Series,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Cloud Services,Dv3-Series,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Cloud Services,Ev3-Series,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Cloud Services,G-Series,GA,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,,,,,,,GA,GA,GA,,,,,,GA,GA,,,,,GA,,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,GA,GA,
Cloud Services,M-Series,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA,GA,,GA,GA,,,,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,,GA,GA,GA,GA,,GA,,GA,GA,GA
Cloud Services Extended Support,General,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Cloud Shell,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container Instances,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Container Registry,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Content Delivery Network,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Management,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Lockbox for Microsoft Azure,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Factory,General,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
Defender TI,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,Closing Down,,,,,,,
Device Update for IoT Hub,General,,,GA,,,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,GA,,,GA,GA
Event Grid,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Event Grid,Event Grid Namespace,,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,,GA,,,GA,GA,GA,GA,,GA,,GA,,GA,,GA,GA,GA,,GA,,GA,GA,GA
Event Hubs,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Event Hubs,Azure Event Hubs Premium SKU,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
ExpressRoute,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
ExpressRoute,ExpressRoute Gateways,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Firmware Analysis,General,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,,,,
Fluid Relay Service,General,,,GA,,,,GA,,GA,,GA,GA,,,,,,,GA,,GA,GA,GA,GA,,,GA,,,,GA,GA,,GA,,,,,,,GA,GA,,GA,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,,,GA,,,GA,GA
Functions,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Azure Functions on Azure Container Apps,,,Preview,,,,Preview,,Preview,Preview,Preview,Preview,,,,,,,Preview,,Preview,Preview,Preview,Preview,,,Preview,,,,,Preview,,Preview,,,,,,Preview,Preview,Preview,,,,Preview,,Preview,,Preview,,Preview,,Preview,,,,Preview,Preview,Preview,Preview,Preview,,Preview,Preview,Preview
Functions,Consumption Plan,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Consumption Plan Linux,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Functions,Dedicated Plan,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Dedicated Plan Linux,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Flex Consumption,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Functions,Premium Plan,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Premium Plan Linux,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
HDInsight,General,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
HDInsight,Enterprise Security Package,Closing Down,,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down
Healthcare Agent Service,General,,,GA,,,,,,,,GA,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,,,,,,,GA,GA,,GA,GA,,,GA,
IoT Central,General,,,GA,,,GA,,,GA,,,GA,,,,,,,,,,GA,GA,,,,,,,,,GA,GA,,,,,,,GA,GA,,,,,,,GA,,GA,,,,,,GA,,,GA,,GA,GA,,GA,,
IoT Hub,General,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
IoT Hub,IoT Hub Device Provisioning Service,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,,,GA,,,GA,,,GA,GA,GA,GA,GA,,GA,,GA,,,GA,GA,GA,GA,,,,,GA,GA,,,,,,,GA,GA,GA,,,,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
IP Services,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Custom IP Prefix,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Public IP Address Basic,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Public IP Address Standard,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Public IP Prefix,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Key Vault,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Key Vault,Azure Key Vault Managed HSM,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Key Vault,Premium,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Logic Apps,General,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Logic Apps,Azure Logic Apps Standard,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,GA,,GA,,GA,,,,,,GA,GA,,,GA,,,,,,,GA,,GA,,GA,,,,GA,,,GA,,,GA,,,GA,GA
Logic Apps,Logic Apps Hybrid,,,,,,,,,,,,Preview,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,Preview,,Preview,,,,,,,Preview,,,Preview,,Preview,,
Logic Apps,Logic Apps Integration Service Environment,,,GA,GA,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,,,,,,GA,GA,,,,,,,GA,GA,GA,,,,GA,,GA,GA,GA,,,,,GA,,,GA,GA,GA,,GA,,GA,GA,
Managed DevOps Pools,General,,,GA,GA,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,GA,GA,,GA,,,,,,GA,GA,GA,,,,,,GA,,GA,,GA,,GA,,,,GA,GA,GA,GA,GA,,GA,GA,GA
Microsoft Azure Attestation,General,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,,Preview,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Microsoft Azure classic portal,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Azure Managed Instance for Apache Cassandra,General,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Microsoft Azure Peering Service,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Azure portal,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Defender for Cloud,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Defender for Cloud,Azure Defender for SQL,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,Preview,Preview,Preview,Preview,Preview,Preview,,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Microsoft Defender for Cloud Apps,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
